年,月,日,時,分,秒,オーダー,ロット,生産数,不良数,ランスショート,ヒケショート,糸引き,薄壁ショート,PC保存日付,PC保存時間
2023,5,28,13,47,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:47:25
2023,5,28,13,47,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:47:35
2023,5,28,13,47,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:47:45
2023,5,28,13,47,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:47:55
2023,5,28,13,48,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:48:05
2023,5,28,13,48,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:48:15
2023,5,28,13,48,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:48:25
2023,5,28,13,48,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:48:35
2023,5,28,13,48,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:48:45
2023,5,28,13,48,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:48:55
2023,5,28,13,49,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:49:05
2023,5,28,13,49,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:49:15
2023,5,28,13,49,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:49:25
2023,5,28,13,49,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:49:35
2023,5,28,13,49,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:49:45
2023,5,28,13,49,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:49:55
2023,5,28,13,50,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:50:05
2023,5,28,13,50,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:50:15
2023,5,28,13,50,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:50:25
2023,5,28,13,50,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:50:35
2023,5,28,13,50,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:50:45
2023,5,28,13,50,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:50:55
2023,5,28,13,51,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:51:05
2023,5,28,13,51,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:51:15
2023,5,28,13,51,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:51:25
2023,5,28,13,51,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:51:35
2023,5,28,13,51,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:51:45
2023,5,28,13,51,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:51:55
2023,5,28,13,52,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:52:05
2023,5,28,13,52,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:52:15
2023,5,28,13,52,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:52:25
2023,5,28,13,52,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:52:35
2023,5,28,13,52,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:52:45
2023,5,28,13,52,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:52:55
2023,5,28,13,53,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:53:05
2023,5,28,13,53,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:53:15
2023,5,28,13,53,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:53:25
2023,5,28,13,53,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:53:35
2023,5,28,13,53,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:53:45
2023,5,28,13,53,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:53:55
2023,5,28,13,54,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:54:05
2023,5,28,13,54,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:54:15
2023,5,28,13,54,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:54:25
2023,5,28,13,54,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:54:35
2023,5,28,13,54,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:54:45
2023,5,28,13,54,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:54:55
2023,5,28,13,55,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:55:05
2023,5,28,13,55,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:55:15
2023,5,28,13,55,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:55:25
2023,5,28,13,55,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:55:35
2023,5,28,13,55,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:55:45
2023,5,28,13,55,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:55:55
2023,5,28,13,56,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:56:05
2023,5,28,13,56,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:56:15
2023,5,28,13,56,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:56:25
2023,5,28,13,56,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:56:35
2023,5,28,13,56,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:56:45
2023,5,28,13,56,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:56:55
2023,5,28,13,57,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:57:05
2023,5,28,13,57,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:57:15
2023,5,28,13,57,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:57:25
2023,5,28,13,57,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:57:35
2023,5,28,13,57,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:57:45
2023,5,28,13,57,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:57:55
2023,5,28,13,58,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:58:05
2023,5,28,13,58,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:58:15
2023,5,28,13,58,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:58:25
2023,5,28,13,58,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:58:35
2023,5,28,13,58,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:58:45
2023,5,28,13,58,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:58:55
2023,5,28,13,59,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:59:05
2023,5,28,13,59,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:59:15
2023,5,28,13,59,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:59:25
2023,5,28,13,59,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:59:35
2023,5,28,13,59,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:59:45
2023,5,28,13,59,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,13:59:55
2023,5,28,14,0,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:00:05
2023,5,28,14,0,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:00:15
2023,5,28,14,0,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:00:25
2023,5,28,14,0,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:00:35
2023,5,28,14,0,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:00:45
2023,5,28,14,0,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:00:55
2023,5,28,14,1,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:01:05
2023,5,28,14,1,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:01:15
2023,5,28,14,1,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:01:25
2023,5,28,14,1,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:01:35
2023,5,28,14,1,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:01:45
2023,5,28,14,1,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:01:55
2023,5,28,14,2,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:02:05
2023,5,28,14,2,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:02:15
2023,5,28,14,2,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:02:25
2023,5,28,14,2,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:02:35
2023,5,28,14,2,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:02:45
2023,5,28,14,2,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:02:55
2023,5,28,14,3,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:03:05
2023,5,28,14,3,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:03:15
2023,5,28,14,3,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:03:25
2023,5,28,14,3,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:03:35
2023,5,28,14,3,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:03:45
2023,5,28,14,3,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:03:55
2023,5,28,14,4,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:04:05
2023,5,28,14,4,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:04:15
2023,5,28,14,4,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:04:25
2023,5,28,14,4,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:04:35
2023,5,28,14,4,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:04:45
2023,5,28,14,4,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:04:55
2023,5,28,14,5,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:05:05
2023,5,28,14,5,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:05:15
2023,5,28,14,5,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:05:25
2023,5,28,14,5,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:05:35
2023,5,28,14,5,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:05:45
2023,5,28,14,5,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:05:55
2023,5,28,14,6,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:06:05
2023,5,28,14,6,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:06:15
2023,5,28,14,6,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:06:25
2023,5,28,14,6,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:06:35
2023,5,28,14,6,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:06:45
2023,5,28,14,6,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:06:55
2023,5,28,14,7,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:07:05
2023,5,28,14,7,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:07:15
2023,5,28,14,7,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:07:25
2023,5,28,14,7,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:07:35
2023,5,28,14,7,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:07:45
2023,5,28,14,7,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:07:55
2023,5,28,14,8,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:08:05
2023,5,28,14,8,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:08:15
2023,5,28,14,8,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:08:25
2023,5,28,14,8,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:08:35
2023,5,28,14,8,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:08:45
2023,5,28,14,8,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:08:55
2023,5,28,14,9,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:09:05
2023,5,28,14,9,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:09:15
2023,5,28,14,9,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:09:25
2023,5,28,14,9,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:09:35
2023,5,28,14,9,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:09:45
2023,5,28,14,9,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:09:55
2023,5,28,14,10,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:10:05
2023,5,28,14,10,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:10:15
2023,5,28,14,10,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:10:25
2023,5,28,14,10,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:10:35
2023,5,28,14,10,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:10:45
2023,5,28,14,10,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:10:55
2023,5,28,14,11,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:11:05
2023,5,28,14,11,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:11:15
2023,5,28,14,11,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:11:25
2023,5,28,14,11,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:11:35
2023,5,28,14,11,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:11:45
2023,5,28,14,11,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:11:55
2023,5,28,14,12,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:12:05
2023,5,28,14,12,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:12:15
2023,5,28,14,12,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:12:25
2023,5,28,14,12,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:12:35
2023,5,28,14,12,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:12:45
2023,5,28,14,12,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:12:55
2023,5,28,14,13,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:13:05
2023,5,28,14,13,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:13:15
2023,5,28,14,13,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:13:25
2023,5,28,14,13,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:13:35
2023,5,28,14,13,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:13:45
2023,5,28,14,13,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:13:55
2023,5,28,14,14,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:14:05
2023,5,28,14,14,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:14:15
2023,5,28,14,14,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:14:25
2023,5,28,14,14,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:14:35
2023,5,28,14,14,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:14:45
2023,5,28,14,14,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:14:55
2023,5,28,14,15,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:15:05
2023,5,28,14,15,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:15:15
2023,5,28,14,15,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:15:25
2023,5,28,14,15,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:15:35
2023,5,28,14,15,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:15:45
2023,5,28,14,15,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:15:55
2023,5,28,14,16,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:16:05
2023,5,28,14,16,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:16:15
2023,5,28,14,16,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:16:25
2023,5,28,14,16,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:16:35
2023,5,28,14,16,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:16:45
2023,5,28,14,16,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:16:55
2023,5,28,14,17,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:17:05
2023,5,28,14,17,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:17:15
2023,5,28,14,17,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:17:25
2023,5,28,14,17,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:17:35
2023,5,28,14,17,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:17:45
2023,5,28,14,17,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:17:55
2023,5,28,14,18,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:18:05
2023,5,28,14,18,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:18:15
2023,5,28,14,18,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:18:25
2023,5,28,14,18,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:18:35
2023,5,28,14,18,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:18:45
2023,5,28,14,18,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:18:55
2023,5,28,14,19,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:19:05
2023,5,28,14,19,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:19:15
2023,5,28,14,19,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:19:25
2023,5,28,14,19,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:19:35
2023,5,28,14,19,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:19:45
2023,5,28,14,19,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:19:55
2023,5,28,14,20,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:20:05
2023,5,28,14,20,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:20:15
2023,5,28,14,20,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:20:25
2023,5,28,14,20,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:20:35
2023,5,28,14,20,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:20:45
2023,5,28,14,20,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:20:55
2023,5,28,14,21,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:21:05
2023,5,28,14,21,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:21:15
2023,5,28,14,21,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:21:25
2023,5,28,14,21,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:21:35
2023,5,28,14,21,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:21:45
2023,5,28,14,21,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:21:55
2023,5,28,14,22,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:22:05
2023,5,28,14,22,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:22:15
2023,5,28,14,22,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:22:25
2023,5,28,14,22,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:22:35
2023,5,28,14,22,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:22:45
2023,5,28,14,22,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:22:55
2023,5,28,14,23,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:23:05
2023,5,28,14,23,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:23:15
2023,5,28,14,23,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:23:25
2023,5,28,14,23,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:23:35
2023,5,28,14,23,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:23:45
2023,5,28,14,23,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:23:55
2023,5,28,14,24,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:24:05
2023,5,28,14,24,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:24:15
2023,5,28,14,24,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:24:25
2023,5,28,14,24,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:24:35
2023,5,28,14,24,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:24:45
2023,5,28,14,24,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:24:55
2023,5,28,14,25,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:25:05
2023,5,28,14,25,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:25:15
2023,5,28,14,25,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:25:25
2023,5,28,14,25,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:25:35
2023,5,28,14,25,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:25:45
2023,5,28,14,25,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:25:55
2023,5,28,14,26,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:26:05
2023,5,28,14,26,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:26:15
2023,5,28,14,26,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:26:25
2023,5,28,14,26,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:26:35
2023,5,28,14,26,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:26:45
2023,5,28,14,26,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:26:55
2023,5,28,14,27,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:27:05
2023,5,28,14,27,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:27:15
2023,5,28,14,27,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:27:25
2023,5,28,14,27,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:27:35
2023,5,28,14,27,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:27:45
2023,5,28,14,27,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:27:55
2023,5,28,14,28,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:28:05
2023,5,28,14,28,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:28:15
2023,5,28,14,28,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:28:25
2023,5,28,14,28,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:28:35
2023,5,28,14,28,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:28:45
2023,5,28,14,28,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:28:55
2023,5,28,14,29,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:29:05
2023,5,28,14,29,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:29:15
2023,5,28,14,29,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:29:25
2023,5,28,14,29,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:29:35
2023,5,28,14,29,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:29:45
2023,5,28,14,29,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:29:55
2023,5,28,14,30,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:30:05
2023,5,28,14,30,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:30:15
2023,5,28,14,30,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:30:25
2023,5,28,14,30,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:30:35
2023,5,28,14,30,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:30:45
2023,5,28,14,30,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:30:55
2023,5,28,14,31,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:31:05
2023,5,28,14,31,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:31:15
2023,5,28,14,31,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:31:25
2023,5,28,14,31,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:31:35
2023,5,28,14,31,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:31:45
2023,5,28,14,31,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:31:55
2023,5,28,14,32,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:32:05
2023,5,28,14,32,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:32:15
2023,5,28,14,32,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:32:25
2023,5,28,14,32,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:32:35
2023,5,28,14,32,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:32:45
2023,5,28,14,32,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:32:55
2023,5,28,14,33,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:33:05
2023,5,28,14,33,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:33:15
2023,5,28,14,33,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:33:25
2023,5,28,14,33,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:33:35
2023,5,28,14,33,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:33:45
2023,5,28,14,33,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:33:55
2023,5,28,14,34,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:34:05
2023,5,28,14,34,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:34:15
2023,5,28,14,34,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:34:25
2023,5,28,14,34,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:34:35
2023,5,28,14,34,45,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:34:45
2023,5,28,14,34,55,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:34:55
2023,5,28,14,35,5,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:35:05
2023,5,28,14,35,15,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:35:15
2023,5,28,14,35,25,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:35:25
2023,5,28,14,35,35,111111111,444444444,333333333,1,2,3,4,5,2023/05/28,14:35:35
